,class,tweet,label
4357,1,"@OurCofE An end to the ordination of women and faggots, whose only aim is to weaken and split our communion.",offensive_language
20010,1,RT @smithmuffins: once at a gradeschool dance i tried to do the worm to impress this bitch and i slammed my dick on the unforgiving ceramic&#8230;,offensive_language
13212,1,Never messed with a hoe that went to jail unless I didn't know her last name,offensive_language
6125,2,@iStricer You are hairy like a monkey. : P,neither
13945,1,Quit talking shit you fucking faggot. You're seriously just mad bc no one wants you. Who the fuck do you even think you are?,offensive_language
11088,1,I wish ya nighas stressed ya kids like ya stress these lame bitches.,offensive_language
8892,0,ESPN keep hiring these dyke bitches and gay Spanish niggas to talk sports,hate_speech
8946,2,Even Humming birds like the stuff http://t.co/W7OHSCbg3L,neither
13786,2,People who slam on the brakes at yellow lights should not be allowed to drive.,neither
498,1,"""I'm gonna piss on your dimple @SoNi99a_: Stop wasting prayers on trash teams lol""",offensive_language
19864,2,"RT @rappersaid: When Joey Bada$$ said ""Traded in my Nikes for a new mic, I guess it's safe to say he sold his soles for a new life."" http:/&#8230;",neither
5043,1,@TryHardAlby it is bitch,offensive_language
20355,1,"RT @xochaton: you're a little bitch, and I'm straight up rude.",offensive_language
22107,1,"This random rap song the person next to me is listening to makes me wanna make a lotta money and fuck a lotta hoes.
I feel it.",offensive_language
15809,1,RT @JoeBudden: It&#8217;s so unfair that the hoes get to dress up as hoes for Halloween.,offensive_language
19638,2,"RT @metroadlib: i thank every broad in the universe who takes that step forward &amp;puts colored contacts in her eyes.
that's one less person &#8230;",neither
16268,1,RT @LowkeyStoner_: Gay girls really do get more pussy than niggas &#128514;&#128069;&#127946;&#128175;,offensive_language
21676,2,There's someone riding around the Robinson Walmart in a lawn mower. With ghetto headlights added. #reallife,neither
17431,1,"RT @Stoney_Blu: For example. I can't even say ""what's cooler than bein cool? ICE COLD!"" Without somebody relating it to A Phi A. No bitch t&#8230;",offensive_language
21743,1,These hoes ain't loyal#,offensive_language
18582,2,RT @babiesdressup: What a silly little monkey &#128584; http://t.co/DMKLK4k147,neither
12506,1,Lmaoo u a downgrade has been jayin ass bitch,offensive_language
14295,1,RT @BasedJane: Screaming after Wes bitch ass? Annalise is losing her damn mind. She need to put the big girl panties back on. #HTGAWM,offensive_language
22176,1,To a hood bitch Gucci voice is euphoric,offensive_language
617,1,"""You're fucked up"" 
No shit you dumb ass cunt now go post pictures if your flat ass titties on ig slut",offensive_language
4203,1,@Myalynn__x3 freeze bitch &#128514;&#128514;,offensive_language
18679,2,RT @bunnyasmin1125: I Still Be Craving An Oreo McFlurry b;,neither
16510,1,"RT @MrRigginss: my ""bitch stfu"" game strong asf '",offensive_language
14508,0,RT @Buckm00se: if i dont get drafted for the squad we gonna have some problems drop the faggot jesus,hate_speech
21040,2,Someone come take these brownies away from me before I eat the whole pan!,neither
7087,1,@supasaiyansarah haha same here bitch is trippin #brokeass,offensive_language
12108,1,Just got into with some chic in Rally's parking lot bitch speeding through the parking lot and almost hit my niece &#128545;&#128545;,offensive_language
22568,2,"What an amazing, proud day it was today for @NKOTB and #blockheads! Time for bed! Good knight!",neither
15834,2,"RT @JonHorstHoyer: ""Lester, the parasitic spider monkey, had 1 redeeming quality: he ran the boat, &amp; the boat attracted women."" 'ONLY IN #C&#8230;",neither
8714,1,Did you all hear this #bundy redneck? Someone should show him how niggas play.,offensive_language
18234,1,RT @_BucketsMcnasty: U bitches boring,offensive_language
2249,1,"35-11.

Touchdown with :28 on the clock.

Michigan some hoes.",offensive_language
14829,1,RT @DBN_kev: Cry some more RT @PacDaGoat: That's a legal tackle faggot RT @PP_Rich_Hill: Seriously? http://t.co/7s0v4pm7IB,offensive_language
22211,1,Too many chicks trying be wavey bitches be yourself,offensive_language
24464,1,that bitch!!! how can she treat Turtle like that?,offensive_language
11975,1,It's winter up this bitch http://t.co/kYYckry6Qk,offensive_language
7914,1,"Bad chicks send em in.. Basic hoes toss em out, can't even get Waffle House.. Hating niggas chalk em out gone get the coffin out",offensive_language
22969,2,"Wow, Charlie Strong is cleaning house. Might be upwards of 10 released before he is done. @Evan_P_Grant",neither
19870,2,RT @rcooley123: Bill Maher mocks gullible America for missing the real enemy http://t.co/ApnsVg35Uf,neither
17236,1,"RT @ShabbaCranks: Running a train is fucking a bitch, you finish. Then somebody else come in and fuck the bitch. That's a gangbang speak of&#8230;",offensive_language
17917,1,"RT @Unnforgivable: Listen, cunt: Today ain&#8217;t yo day",offensive_language
20781,1,Shout out to babes @Anastacia_Cole! Love that bitch. &#128536;&#128073;&#128076;,offensive_language
20851,1,Slap a hoe with a rusty axe ash my blunts on her ass,offensive_language
23488,2,Yup RT @Durags4Eva: Egg nog trash rap,neither
7814,1,As soon as a bitch think shit sweet.... Give em wat they been asking for!,offensive_language
18219,1,RT @_BeautifulKeezy: &#8220;@100046729: &#8220;@_BeautifulKeezy: let me sit this ass on you !&#8221;@Leelucas_&#8221;bitch you and Chris better Gtf &#128080;,offensive_language
5963,1,@flyyImpact Yo follow me back nigguh,offensive_language
15656,1,RT @ItsKiaraaaa: &#8220;@WestYourMajesty: Kiara has small chubby fingers&#8221; bitch &#128514;&#128514;&#128514;&#128514;,offensive_language
3673,1,"@JohnColeGlover is big cat a ""fat pussy"" joke?",offensive_language
24274,2,o yea!!! liking the yellow:) http://t.co/2wj4wdd0,neither
7157,1,@theshardyrebel cuz ur a sellout bitch fag,offensive_language
6221,1,@jazminesmazmine if bitches Tryna step to us http://t.co/xKcH9wJUAg,offensive_language
12867,1,Money can't buy you love so I don't pay for no pussy,offensive_language
16315,2,"RT @MLBFanCave: Derek Jeter and the @Yankees present Paul Konerko with a retirement gift.

WATCH: http://t.co/St6QGJy0j6 http://t.co/7zBGvH&#8230;",neither
24652,1,where my scene hoes at?,offensive_language
18170,1,RT @YourFavPosts: When your teacher puts you in a group with a bunch of retards http://t.co/D5DPhKwi2L,offensive_language
14088,2,"RT @AdamSank: Why does Julia Roberts seem completely shocked that she's been nominated? Hey, Julia -- you're in a gown. The jig is up. #Emm&#8230;",neither
5745,1,@colinkane ur the tool for posting a vid of a dude pacing! Especially when u were too pussy to film his face!!!,offensive_language
3716,1,"@JusDahl I want some.....I'm so damn tired of being in the fucking kitchen, a bitch is hot and needs a glass of wine and a back rub",offensive_language
3672,1,@Joey_D26 you're such a pussy,offensive_language
4542,1,@RnadJorell Knocked that bitch soul out her body lol,offensive_language
21325,1,That ass so retarted it belongs on a short yellow bus.&#127825;&#128652;,offensive_language
7751,2,And where do you think unsold items from thrift stores go? The garbage. Think of all the great games that are in trash dumps as we speak :(,neither
3025,1,@Diishaidiamond lmao yesterday ? Them hoes was cute af lol,offensive_language
23158,1,Yo bitch wanna fuck the squad,offensive_language
9768,1,Help me speed up the process of fucking your bitch..feel me?,offensive_language
12318,1,Lebron Warm up jacket full then a bitch,offensive_language
23544,1,"and im retarded too, i keep answering the house phone when i know it aint for me :l",offensive_language
1531,1,&#8220;@Stfu_NobodyCare: @codizzlleee @Satisfied_x you fck like a hoe so no thank you . Ima be classy when I do it &#128128;&#8221; &#128128;&#128128;&#128128;&#128128;&#128128;&#128128; bitch I'm dead,offensive_language
20380,1,RT @yoboijackson: Fck all you hoes. Catch a grip!,offensive_language
11427,1,I've seen every episode of scrubs ever. Sense the first episode niggah!!,offensive_language
10701,1,I love how my brother actually tries to understand his girl and see her point of view when they argue instead of being a bitch about it .,offensive_language
18056,1,"RT @WolfpackAlan: Oreos: First you twist it, then you- aw crap, it broke.",offensive_language
11372,1,I'm so raw is problem the best song tyga will have anything after that is trash,offensive_language
20575,1,Salute RT @ShitneyW0rd_: &#128221; RT @Shvkxir: Spit on my chest like a nasty bitch.,offensive_language
2720,0,"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!",hate_speech
19720,1,RT @nhalegood: When hoes feel like their photo didnt get enough favorites http://t.co/Gi3xXzBbq9,offensive_language
12728,1,"Man these hoes so familiar, one minute on the team next minute they ain't witcha",offensive_language
22660,1,When bitches in the library start acting up http://t.co/x1qGfTkB4O,offensive_language
6579,0,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,hate_speech
19736,1,RT @noblockheads: CEO tells Daily Show &#8216;mentally retarded&#8217; could work for $2: &#8216;You&#8217;re worth what you&#8217;re worth&#8217; http://t.co/IdivWBjqPA,offensive_language
17241,2,"RT @Shakestweetz: Friends of @philbarron: @javachik has let me know that Phil is very ill. His infection has gone septic, and he is fightin&#8230;",neither
13189,1,Naw bitch you goin against a monster lol lyrical maniac,offensive_language
13827,1,Pillow talkin to your hoe hatin on a nigga you might lose ya chick like that !!!!!,offensive_language
6413,1,"@kieffer_jason am done are acting like a little bitch. My 5 year old nephew realer then your scary ass, sunset is not a time u dumb fuck",offensive_language
23969,1,i need to go to the mexican flea market and grab some fake gucci sandals so i can stunt on you hoes,offensive_language
19017,1,RT @ghettobird1er: Yo bitch givin me head while I watch Good Burger.,offensive_language
22784,1,Who shot John lookin ass hoe,offensive_language
1095,0,&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;,hate_speech
15035,0,RT @Drizz_LakerKing: Horrible RT @YeIIowbang: Invader Zim was trash,hate_speech
5443,1,@_xpriceless_ ok bitch damn I will I'm not even tierd my phone just dying,offensive_language
14702,1,"RT @Cliftonsings: Oi @Klitschko ya big boring cunt, Kubrats a comin'... http://t.co/mg2Sre0Jr8",offensive_language
4078,1,"@MichelleHarnois 
Dis bitch gots spunk!",offensive_language
16742,1,"RT @O_MyGotti: you have a girlfriend, stop asking these hoes to be your bestfriend.",offensive_language
20857,1,Slide in your bitch Dms like &#128166; &#127940; https://t.co/W7QbM72Oyo,offensive_language
2770,1,@CaptElliott NFN you bitch to much.,offensive_language
8630,2,"Daniel, there's no cow tipping and hoe downs in Jackson... This city living lol",neither
10945,1,I think I'm a bitch tonight,offensive_language
16601,1,RT @NerdAtCoolTable: Any chick that gets In a fight after the age 24 is a hoe,offensive_language
9864,1,Holy shit the retard episode of Wheel of Fortune... AGAIN. Fantastic!,offensive_language
16359,1,RT @MarkB_LifeStyle: They trash... RT @B_Dot_Conto: Pointless Bitches In The Club RT @RooseveltChaun: Smfh http://t.co/X4o0wmAtws,offensive_language
17213,1,RT @SenorSteez: If you're a bad bitch why're you wearing sneakers?,offensive_language
10811,1,I realized Tacal is a bitch,offensive_language
15988,0,RT @Kidd_BravO615: Nigga wanna bitch about a party y'all know my address knock at my door,hate_speech
24528,0,they shot another monkey lmaooooooooooo,hate_speech
13545,1,Ohh my gawdd i woke up so throwed dis nicca paper slept n my damn car n he threw up n my Shit n i lost my phone smh GM,offensive_language
20452,1,Reading the ut sexual assault case takes me back 2 college.I'll never forget D Walk would say dont run trains on them hoes.Straight Trouble,offensive_language
8748,1,"Do you ever look zayn and be like ""he cunt be reel""

 #EMABiggestFans1D",offensive_language
1361,1,"&#8220;@Kxng_Jase: Versace Versace, I talk shit on twitter and so that bitch blocked me&#8221;@bremarie17",offensive_language
6434,1,@kieffer_jason bitch what? No it must of flew over u head cuz u didn't show up at Plano senior high school in Plano tx fuck boy,offensive_language
11528,1,If i was to get a rich girl so be it. At least she likes me. She saw something in me you hoes didn't see,offensive_language
1253,1,"&#8220;@FriendlyAssh0le: 5'3 200 lbs aint thick bitch, you a fucking warthog&#8221;&#128514;",offensive_language
17135,1,RT @SEMAJ_HOEE_: &#8220;@tiffanyluxride: Damn so many fake niggas &amp; bitches&#8221;,offensive_language
19713,1,RT @neni_loves: Jk I'm above the Influence guys &#128524;&#128591; I'm a graduated D.A.R.E ass bitch &#128524;,offensive_language
21237,2,"TRUST ME #Seattle&gt; WE GIVE #Thanksgiving it's DUE&gt; A huge, flightless bird? Dream come true for European bird eaters.......",neither
4230,1,"@NY_NastyBaby you a lil bitch man,keep my name out to mouth. That's all ima say. #shhh",offensive_language
18266,1,"RT @_ImtrILLasFuk: If her pussy got over 10 body counts, It's dead&#128128;. Pussies&#128049; only have 9 lives &#128514;&#128514;",offensive_language
